# stack area ntrue nmarginal ra_stk dec_stk nobs observations
acisfJ0535069m063421_001 451.5 18 2 83.779060399 -6.5727677599 1 00020_000
acisfJ0535080p095545_001 12.4 2 0 83.7835350124 9.9294276655 1 00603_000
acisfJ0535165m052323_001 723.2 1462 56 83.8203126364 -5.39333258065 11 01522_002,03498_000,03744_000,04373_000,04374_000,04395_000,04396_000,13637_000,14334_000,14335_000,15546_000
acisfJ0535193m044814_001 450.1 215 31 83.8304296655 -4.8041271169 1 02549_001
acisfJ0535258m691611_001 650.4 84 27 83.8566434372 -69.2692560055 13 01044_001,02832_001,03830_000,04615_000,05579_000,05580_000,06178_000,06345_001,06668_000,06669_000,07636_000,07637_000,09143_000
acisfJ0535320m062649_001 456.4 74 12 83.8836590183 -6.4472066565 1 04489_002
acisfJ0535329m691615_001 597.3 110 37 83.8923240828 -69.2716016818 7 01967_001,02831_001,03829_002,04614_000,09142_000,09806_000,10130_000
acisfJ0535439m064237_001 446.3 78 15 83.9333244292 -6.7105455537 1 12355_000
acisfJ0535510m660111_001 459.3 55 21 83.9626804475 -66.0198555779 1 00777_000
acisfJ0536058m673540_001 385.5 40 12 84.0241883315 -67.5945532139 2 12675_000,13226_000
acisfJ0536239m064455_001 451.2 49 11 84.0999989157 -6.7487886563 1 00021_000
acisfJ0536264m064701_001 377.9 40 7 84.1100382622 -6.7838888871 1 12391_000
acisfJ0537388m703406_001 13.6 3 0 84.4119410511 -70.5685720701 1 04537_000
acisfJ0537397p271545_001 453.1 15 6 84.4156746601 27.2625709091 1 05770_000
acisfJ0537493m690952_001 38.3 8 2 84.4530829835 -69.1641931294 2 02783_001,02783_003
acisfJ0538244p281634_001 450.2 23 9 84.6016566223 28.2769042209 3 02796_000,05538_000,06242_000
acisfJ0538411m690602_001 1262.5 123 19 84.6703474552 -69.1013338982 32 05906_000,07263_000,07264_000,16192_000,16193_000,16194_000,16195_001,16196_000,16197_000,16198_000,16200_000,16201_000,16202_000,16203_000,16442_000,16443_001,16444_002,16612_000,16615_000,16616_000,16617_000,16621_000,16640_000,17312_000,17413_001,17414_002,17486_000,17544_000,17545_000,17555_000,17561_000,17562_002
acisfJ0538549p261912_001 445.4 107 29 84.7291231494 26.3201902152 1 08242_001
acisfJ0539037m283800_001 455.1 50 22 84.7655622594 -28.633582438 1 04273_000
acisfJ0539315m693437_001 449.3 18 15 84.8813834081 -69.5770441381 1 14029_001
acisfJ0539324m033345_001 460.7 11 2 84.88534136 -3.5627156035 1 05376_000
acisfJ0540029m694418_001 450.3 21 8 85.0122347184 -69.7385156276 1 03849_001
acisfJ0540043m284445_001 458.5 72 20 85.0183040273 -28.7459212127 1 04274_000
acisfJ0540067m404816_001 372.5 22 9 85.0283251135 -40.804504962 1 03189_001
acisfJ0540090p772009_001 384.9 74 17 85.0379055151 77.3359976125 1 13810_001
acisfJ0540105m692001_001 111.0 19 6 85.0441107041 -69.3338613069 3 05549_000,07270_000,07271_000
acisfJ0540116m405210_001 372.4 36 21 85.0483660376 -40.8694926948 1 03188_001
acisfJ0540444m283903_001 385.0 46 8 85.1850521654 -28.6510987298 1 11580_000
acisfJ0540516p692843_001 458.8 47 16 85.2150164406 69.4786218594 1 10529_000
acisfJ0540562m042342_001 384.5 16 5 85.2345809733 -4.3952398404 1 15195_000
acisfJ0541349p691907_001 458.8 61 15 85.395729901 69.3188268436 1 10531_000
acisfJ0541463m015511_001 454.4 275 41 85.4430556959 -1.9199214027 1 01878_000
acisfJ0541488m641814_001 446.0 13 5 85.4537444507 -64.3039382112 1 07838_000
acisfJ0542092p701742_001 457.7 26 2 85.538602299 70.295275644 1 10533_000
acisfJ0542352p495114_001 83.3 1 0 85.6469146552 49.8539236136 1 14997_000
acisfJ0542491m405851_001 383.0 93 18 85.7046156576 -40.980900672 1 00914_000
acisfJ0543203p692926_001 463.4 59 26 85.8348957772 69.4908135772 1 10528_000
acisfJ0543269p691549_001 458.9 41 22 85.8623539908 69.263860507 1 10530_000
acisfJ0543451m273910_001 296.8 16 4 85.9383108276 -27.6528775483 1 14039_000
acisfJ0545223p090429_001 307.7 43 13 86.3429668194 9.0749129136 1 09924_000
acisfJ0546033m000834_001 459.1 57 13 86.5139213293 -0.142925628186 2 08585_000,10763_000
acisfJ0546129m000544_001 524.6 70 23 86.5540751155 -0.0957794391524 3 05383_003,06415_000,09915_000
acisfJ0546130m000957_001 456.7 48 11 86.5545476533 -0.16588610949 1 02539_001
acisfJ0546133m000623_001 950.3 106 26 86.5558402653 -0.105814621446 8 05307_000,05308_000,05382_000,05384_000,06413_000,06414_000,09916_000,09917_000
acisfJ0546149m534422_001 376.1 36 7 86.5622588984 -53.739578936 1 11739_001
acisfJ0546195m534732_001 382.9 47 21 86.5814653297 -53.7923503131 1 09336_000
acisfJ0546441p000344_001 454.9 127 27 86.6839456851 0.0623796327215 1 01872_000
acisfJ0546504m534749_001 382.6 28 17 86.7101049199 -53.7972188335 2 10851_000,10864_000
acisfJ0546561m534641_001 378.5 39 11 86.7340262476 -53.7781836936 1 09332_000
acisfJ0546583m144915_001 459.0 11 0 86.7432372109 -14.8208569141 1 05187_003
acisfJ0547004m694112_001 461.5 32 21 86.7519306227 -69.6868360939 1 02829_001
acisfJ0547049p002211_001 454.3 94 19 86.7705959236 0.369943638498 1 07417_000
acisfJ0547072m390229_001 382.8 56 14 86.7800965272 -39.041645341 1 03273_000
acisfJ0547141m452909_001 458.6 47 11 86.8089475052 -45.4860979804 1 06849_000
acisfJ0547186m510330_001 455.8 20 10 86.8277802454 -51.0584787141 1 02537_000
acisfJ0547278m315134_001 377.3 42 13 86.8661218833 -31.8596340211 1 09419_000
acisfJ0547472p283439_001 12.3 3 1 86.9468536711 28.5776096136 1 05189_000
acisfJ0547495m702230_001 446.3 72 12 86.9565147955 -70.3750412266 1 01992_000
acisfJ0547562m195236_001 373.8 2 1 86.9845022202 -19.8769209883 1 12482_000
acisfJ0548376m252820_001 376.0 24 11 87.1567674007 -25.4722759285 1 12273_001
acisfJ0550068m715152_001 80.5 2 0 87.5283539871 -71.8645946147 1 04539_000
acisfJ0550372m682027_001 376.1 71 22 87.6552296536 -68.340966674 1 03850_000
acisfJ0551254m570622_001 382.4 31 19 87.8560787019 -57.1063281811 1 11743_001
acisfJ0551477p024855_001 384.0 26 12 87.9490367822 2.8153811087 1 04490_001
acisfJ0551542m570720_001 382.5 40 20 87.9758523391 -57.1223271548 1 11871_000
acisfJ0552102m072753_001 12.6 5 2 88.0425590395 -7.4648619731 1 00883_000
acisfJ0552178p323348_001 503.9 457 121 88.0744671729 32.5632187142 5 13655_000,13656_001,13657_000,14366_000,14367_000
acisfJ0552446m210653_001 379.1 26 9 88.185897781 -21.114988973 1 15307_000
acisfJ0552516m692924_001 373.1 48 17 88.2151560771 -69.4900484288 1 04577_000
acisfJ0553178m334219_001 374.3 54 30 88.3243880419 -33.7053844305 1 12244_000
acisfJ0553329m334312_001 384.0 20 7 88.3871072507 -33.7202772435 1 05813_000
acisfJ0554041p014018_001 46.2 8 1 88.5172607991 1.67189180827 1 12383_000
acisfJ0554488p072725_001 452.7 19 3 88.7034450246 7.4571236086 1 03365_000
acisfJ0555017m680030_001 445.7 59 14 88.7574732198 -68.0083596329 1 01039_000
acisfJ0555421p465054_001 78.9 12 0 88.9254487646 46.8485909345 1 12326_000
acisfJ0555526m640649_001 376.2 22 12 88.9695808058 -64.1137031513 1 13404_000
acisfJ0556237p460606_001 381.9 40 17 89.0990679198 46.1018626418 1 14593_000
acisfJ0556459m331031_001 54.1 9 0 89.1916981557 -33.1751430668 7 14225_001,14226_000,14227_000,14228_000,14429_000,14433_000,14434_000
acisfJ0559382m524616_001 378.7 75 26 89.9095133762 -52.7712170092 3 12264_000,13116_000,13117_000
acisfJ0559423p371245_001 202.8 10 2 89.9266041099 37.2126359216 1 13617_002
acisfJ0601069m234030_001 446.9 67 15 90.2791551989 -23.6751976676 1 08196_001
acisfJ0602112p282806_001 12.1 3 0 90.5470046697 28.4684681166 1 12864_000
acisfJ0602180m395930_001 374.9 79 22 90.5752786488 -39.9917747511 2 03202_002,03450_002
acisfJ0602300p391030_001 455.9 46 12 90.6250783214 39.1751198468 1 08920_000
acisfJ0603151p421503_001 326.9 86 25 90.8093239389 42.2514731827 2 15172_000,15323_000
acisfJ0603193p421355_001 303.2 57 20 90.8304349366 42.2321229141 1 15171_000
acisfJ0604381m352008_001 383.1 17 2 91.1588930951 -35.3357245919 1 12900_000
acisfJ0605369m351937_001 378.8 22 8 91.4041104314 -35.3270050558 1 15315_001
acisfJ0605448m350317_001 376.2 23 2 91.4367363761 -35.0549363628 1 13424_000
acisfJ0605541m353243_001 376.5 11 2 91.4758115971 -35.5455489388 1 12899_000
acisfJ0607031m351759_001 370.4 16 2 91.7632921643 -35.2998013405 1 12901_000
acisfJ0607249p220642_001 446.3 14 1 91.8539788847 22.1118034833 1 07520_000
acisfJ0607506m062250_001 458.9 394 61 91.9609557131 -6.3806813313 1 01882_001
acisfJ0607599m083445_001 23.2 9 0 92.0012313393 -8.57798183385 3 02132_001,11431_000,12056_000
acisfJ0608009m214447_001 459.9 31 11 92.0040143651 -21.7466522989 1 11672_000
acisfJ0609278p241822_001 449.4 295 68 92.3659524252 24.3063906672 3 11018_001,12030_001,12031_001
acisfJ0609308p480417_001 384.5 17 1 92.3786684852 48.0714449173 1 09302_000
acisfJ0609453m214011_001 452.6 25 11 92.4388547821 -21.6698987879 1 15052_000
acisfJ0609595p212947_001 449.4 9 1 92.4980369901 21.4966581295 1 12687_000
acisfJ0610515m061143_001 452.2 161 25 92.7149663137 -6.1953205951 1 12392_000
acisfJ0612536p175952_001 452.3 236 43 93.2236709919 17.9979960079 2 10983_001,12022_001
acisfJ0613494p260443_001 300.2 17 8 93.4560110686 26.0787427769 1 16055_000
acisfJ0614569p122046_001 453.2 25 10 93.7371924669 12.3462639696 1 06576_000
acisfJ0615358p710204_001 384.6 33 9 93.8995181571 71.0345752999 1 12293_000
acisfJ0615468m574349_001 375.7 79 33 93.9453102994 -57.7303526924 2 14018_001,14437_000
acisfJ0615527p141551_001 447.8 19 5 93.9697114225 14.264296156 1 07474_000
acisfJ0616080m574437_001 488.6 156 32 94.0340526962 -57.7440054153 10 14017_000,14349_000,14350_000,14351_000,15572_000,15574_000,15579_000,15582_000,15588_000,15589_001
acisfJ0616149m212210_001 460.6 64 10 94.0623002588 -21.3695303965 1 11228_000
acisfJ0616209m212224_001 821.0 122 31 94.0889923508 -21.3726281323 3 14799_000,14914_000,14915_000
acisfJ0616313m522359_001 378.6 65 26 94.1304404421 -52.3997746656 2 12261_000,13127_000
acisfJ0616365m215815_001 382.8 57 10 94.152342179 -21.9709752506 1 15100_000
acisfJ0616437m394835_001 374.2 34 13 94.1821167892 -39.8098350283 1 15126_000
acisfJ0616554p221917_001 445.0 8 2 94.2312455908 22.3216522339 1 00760_000
acisfJ0617053p222111_001 599.3 63 20 94.272907896 22.3542897112 3 05531_000,13736_000,14385_000
acisfJ0617104p224711_001 296.5 16 6 94.2936651236 22.7865194882 1 09118_000
acisfJ0617450p224338_001 295.7 25 8 94.4377623701 22.7272834562 1 09119_000
acisfJ0618037p222658_001 446.7 55 36 94.5157435107 22.4496373404 1 04675_000
acisfJ0618376p782137_001 865.0 124 24 94.6567028418 78.3603201965 6 03131_001,03132_000,03133_000,03134_001,03135_001,03136_000
acisfJ0618409m705956_001 572.6 97 32 94.670594299 -70.9982411143 4 13794_000,13795_000,14469_000,15541_000
acisfJ0619118m580322_001 453.2 54 18 94.7993931918 -58.0562908034 1 15263_000
acisfJ0621323m622220_001 927.1 177 33 95.3820732997 -62.3728273265 12 07567_000,07568_000,07569_000,08541_000,09086_000,09087_000,09801_000,09802_000,09803_000,09811_000,09812_000,09813_000
acisfJ0621424m524117_001 449.7 39 15 95.4268472015 -52.6882429516 1 11499_000
acisfJ0621489m271302_001 301.1 83 15 95.4540606311 -27.2173658004 1 16348_000
acisfJ0622131p743856_001 381.3 16 9 95.5547145711 74.6489297798 1 15297_000
acisfJ0622145p375119_001 452.6 8 0 95.5604904071 37.8554572453 1 12842_000
acisfJ0622169p744444_001 382.3 21 15 95.5706767426 74.7455770422 1 15139_000
acisfJ0622443m002022_001 642.1 77 30 95.6847341744 -0.339002390439 2 05479_000,14656_000
acisfJ0622444m002121_001 379.4 47 24 95.6851053818 -0.355853013798 1 00095_000
acisfJ0625195m535340_001 382.6 45 23 96.331620474 -53.8946704319 1 13525_000
acisfJ0626014p820300_001 455.7 63 21 96.5060055048 82.0501259958 1 01602_000
acisfJ0626077m540455_001 382.7 59 24 96.5322826393 -54.0820243636 1 13519_000
acisfJ0626256m534226_001 377.6 30 14 96.6068727388 -53.7074788333 1 04943_001
acisfJ0626432m541652_001 382.6 39 19 96.6803589904 -54.2812774647 1 13522_000
acisfJ0626588m543217_001 377.3 35 14 96.7453594445 -54.5382338301 1 04944_001
acisfJ0627054m352924_001 447.0 35 10 96.7727722116 -35.4902772281 1 11500_000
acisfJ0627223m471102_001 459.1 34 12 96.8430727608 -47.184085005 1 07803_001
acisfJ0627399p073029_001 20.4 3 0 96.9165433401 7.5080888181 1 03880_000
acisfJ0629306p720429_001 14.5 0 0 97.3776000314 72.0747954973 1 00327_000
acisfJ0630052p054556_001 41.4 2 0 97.5216721034 5.7657202044 1 03881_000
acisfJ0630490m283517_001 122.8 9 3 97.7133506192 -28.5714039591 1 02010_001
acisfJ0630502p045917_001 453.7 92 27 97.709555485 4.9880830307 1 08454_000
acisfJ0631498p041918_001 459.7 47 16 97.9576976941 4.3217987402 1 12387_000
acisfJ0631527p045544_001 455.3 251 49 97.9699761996 4.9289599968 1 01874_000
acisfJ0631564p045625_001 448.8 448 75 97.9852511 4.9403842835 1 03750_000
acisfJ0632067m353754_001 456.8 41 17 98.0280320817 -35.6318376714 1 06846_000
acisfJ0632407p044247_001 455.0 93 28 98.1699220999 4.7131322887 1 01875_000
acisfJ0633056p101921_001 457.9 18 2 98.2736960636 10.3226020192 1 06397_000
acisfJ0633123p052754_001 379.4 14 5 98.3013648129 5.4652024499 1 15719_000
acisfJ0633170p043444_001 455.1 76 25 98.3211999238 4.5789421859 1 01876_000
acisfJ0633316p040034_001 460.9 43 13 98.3820304759 4.00956773449 1 12388_000
acisfJ0633331p060819_001 39.4 4 0 98.3882166189 6.1386563469 1 03882_003
acisfJ0633445p063245_001 461.0 28 12 98.4357788023 6.5460414972 1 11123_000
acisfJ0633537p174721_001 439.5 139 30 98.4743620345 17.7890716042 7 14691_000,15551_000,15552_000,15595_000,16318_000,16319_000,16372_000
acisfJ0633545p174523_001 467.3 139 38 98.4780834868 17.7561973161 6 04674_000,14692_000,14693_001,14694_000,15622_001,15623_001
acisfJ0633546p174805_001 295.0 50 24 98.4777658337 17.8016354714 1 07592_000
acisfJ0634172p042748_001 455.1 119 25 98.5720024155 4.463407742 1 01877_000
acisfJ0634386p041309_001 459.6 86 32 98.6608994367 4.2191807519 1 12142_000
acisfJ0635107p034145_001 458.6 44 27 98.7948317173 3.6960697294 1 12386_000
acisfJ0636471p183832_001 299.7 14 5 99.196284391 18.6424475881 1 02781_000
acisfJ0637335m482629_001 385.1 31 19 99.3898264809 -48.4414296664 1 15125_000
acisfJ0638078p474942_001 376.2 25 10 99.5326494449 47.8285122445 1 14388_000
acisfJ0638293m801452_001 460.2 49 13 99.6221412068 -80.247906726 1 14925_000
acisfJ0638408m540033_001 376.2 45 11 99.6701299601 -54.0093118973 1 09420_000
acisfJ0639255p051436_001 38.6 5 0 99.8566520046 5.2434297301 1 03883_000
acisfJ0640105m255336_001 13.7 2 0 100.044034627 -25.8934872013 1 12867_000
acisfJ0640457m432040_001 303.4 15 5 100.190727855 -43.3446135871 1 14040_000
acisfJ0640477p095043_001 449.6 262 40 100.199046184 9.845417755 1 02550_000
acisfJ0640589p093437_001 513.4 524 51 100.245558207 9.57660098998 5 02540_001,13610_000,13611_000,14368_002,14369_000
acisfJ0641125p092932_001 306.9 285 24 100.302222458 9.49223590442 2 09768_000,09769_000
acisfJ0641329m495056_001 374.8 48 11 100.38712557 -49.8489992696 1 12267_000
acisfJ0642417m272650_001 310.7 46 16 100.674103228 -27.4474132449 1 15668_000
acisfJ0642528p675206_001 78.1 8 0 100.720326314 67.8684006527 1 05681_000
acisfJ0643069m741439_001 461.1 63 20 100.778835051 -74.244325826 1 03969_000
acisfJ0643072p231844_001 371.8 20 4 100.780416049 23.3124618641 1 09303_000
acisfJ0643479m391238_001 382.5 10 1 100.94961512 -39.210577656 1 12680_000
acisfJ0645057p001643_001 306.1 236 70 101.273946212 0.27862004157 2 14565_000,16543_000
acisfJ0645076m541438_001 377.9 16 10 101.281820631 -54.2441237451 1 15301_000
acisfJ0645235p212207_001 299.1 19 1 101.34815439 21.3686544101 1 12727_000
acisfJ0647433p701706_001 377.3 32 14 101.930757727 70.2850551231 1 03196_001
acisfJ0647518p701808_001 369.7 32 11 101.96588766 70.302256251 1 03584_000
acisfJ0648258m641612_001 452.4 28 6 102.107653571 -64.2702073491 1 10549_000
acisfJ0648369m252304_001 378.4 4 0 102.153795586 -25.3846978551 1 12479_001
acisfJ0649055m043406_001 456.5 56 23 102.273264782 -4.5685772544 1 02553_000
acisfJ0650530p413103_001 376.7 122 30 102.721046715 41.5177753866 2 03208_000,04379_000
acisfJ0651147p450935_001 309.4 20 7 102.811615483 45.1599765285 1 16056_000
acisfJ0651295p405205_001 305.4 23 8 102.873104141 40.8682919354 1 13661_000
acisfJ0652155p742548_001 376.9 69 15 103.064669521 74.4301330132 1 10324_000
acisfJ0653120p692048_001 385.1 61 20 103.300329244 69.3466973009 1 06936_000
acisfJ0653331m283237_001 456.9 24 13 103.388251129 -28.5438271903 1 12394_000
acisfJ0655113m114549_001 486.4 11 5 103.797090272 -11.7638191637 1 12433_000
acisfJ0655131p540852_001 604.1 66 22 103.805663135 54.1469197596 2 09304_001,10303_000
acisfJ0656036m523638_001 381.8 33 9 104.015228246 -52.6106240298 1 13486_000
acisfJ0657160m081941_001 465.5 50 10 104.316867014 -8.3282450571 1 07475_000
acisfJ0658111m555529_001 506.1 173 44 104.546580355 -55.9251596942 3 03184_000,04984_001,05361_001
acisfJ0658168m071227_001 13.3 2 0 104.570114299 -7.2075009312 1 14635_000
acisfJ0658299m555730_001 422.3 117 44 104.625035522 -55.9583153739 3 04986_000,05357_000,05358_000
acisfJ0658351m555811_001 437.6 121 40 104.647906029 -55.9688371673 3 04985_000,05355_000,05356_000
acisfJ0658378m285802_001 13.8 2 0 104.657657771 -28.9673952844 1 09926_000
acisfJ0659003m555413_001 448.8 57 14 104.75130843 -55.903873886 1 00554_000
acisfJ0659495p141449_001 458.0 19 6 104.956502148 14.2470436452 1 02801_000
acisfJ0702072p251320_001 301.1 20 4 105.530408549 25.2223635836 1 14998_001
acisfJ0702338p503514_001 382.0 20 3 105.640976894 50.5873169856 1 12564_000
acisfJ0703366m113412_001 458.0 116 41 105.902512126 -11.5700655855 1 03751_000
acisfJ0703440m113254_001 457.9 124 22 105.933556836 -11.5483439836 1 10845_000
acisfJ0704059m035046_001 456.3 32 10 106.024662227 -3.8462096768 1 12009_000
acisfJ0704064m035244_001 21.7 2 0 106.027046175 -3.879125781 1 03781_000
acisfJ0704216m482702_001 381.0 8 1 106.090256613 -48.4507734218 1 10147_000
acisfJ0706226p390132_001 13.7 3 0 106.594347889 39.0256021015 1 04132_000
acisfJ0707178m552548_001 382.1 41 7 106.824567959 -55.4302177603 1 12271_000
acisfJ0708371p611825_001 460.0 8 2 107.154619625 61.3070806104 1 12969_000
acisfJ0709024p483603_001 381.1 10 2 107.260290354 48.6010410376 1 05900_000
acisfJ0709167p744906_001 455.1 54 12 107.319894247 74.8183981503 1 03053_000
acisfJ0709229m004807_001 460.6 49 14 107.345437531 -0.802018885488 1 12379_000
acisfJ0710145p442940_001 446.0 6 1 107.560435066 44.4946994002 1 07096_000
acisfJ0710315m561535_001 613.9 49 11 107.630711938 -56.2599175571 2 11176_000,11177_000
acisfJ0710452p473155_001 13.2 1 0 107.688478728 47.5321874895 1 10368_000
acisfJ0710477p751847_001 462.2 20 8 107.698908331 75.3130877689 1 10548_000
acisfJ0711050p500939_001 459.8 6 5 107.770947107 50.1610580856 1 05898_000
acisfJ0711218p200118_001 451.5 32 7 107.840930173 20.0219207544 1 04915_000
acisfJ0712082p593259_001 379.4 54 14 108.034367332 59.5497530542 1 11709_000
acisfJ0713030p114611_001 83.5 2 0 108.262915021 11.769726202 1 14999_000
acisfJ0713373p434902_001 66.2 6 1 108.405695841 43.8173015436 1 12845_000
acisfJ0714053p143616_001 298.4 16 5 108.522361273 14.6046677786 1 15000_000
acisfJ0716031p470934_001 385.2 69 21 109.013123456 47.1594983706 1 04199_000
acisfJ0716079p053711_001 370.3 46 12 109.032943442 5.6198149269 1 15299_000
acisfJ0716338m291924_001 453.6 69 24 109.141020458 -29.3235652174 1 04866_001
acisfJ0716393p372002_001 451.9 51 16 109.164152098 37.334010714 1 04204_000
acisfJ0717201p374311_001 383.1 50 12 109.334099497 37.7198280249 1 01655_000
acisfJ0717248p374836_001 300.6 97 27 109.353436277 37.8100485976 1 16305_000
acisfJ0717278p374706_001 303.8 87 21 109.365981733 37.7851189143 1 16235_000
acisfJ0717442p374550_001 371.6 86 32 109.434516136 37.763956367 1 04200_000
acisfJ0717491p453825_001 458.5 21 5 109.454995341 45.6403359879 1 05725_000
acisfJ0718440m245718_001 454.0 374 63 109.683464462 -24.9551836272 1 04469_000
acisfJ0719551p175849_001 452.7 25 9 109.979642711 17.9805105699 1 04405_000
acisfJ0720272m312534_001 13.4 1 0 110.113528802 -31.4262103218 1 02771_001
acisfJ0720556p710905_001 497.3 87 21 110.231811966 71.1515124151 3 13984_000,14449_000,14450_000
acisfJ0721294p554749_001 373.5 33 14 110.372877775 55.7971190767 1 03289_001
acisfJ0721310p274141_001 235.7 8 0 110.379202787 27.6948619206 1 04116_000
acisfJ0722393m093056_001 461.1 17 3 110.66398844 -9.5157878155 1 09166_000
acisfJ0723001p505516_001 13.7 3 0 110.750543275 50.9211141091 1 04133_000
acisfJ0725006p665805_001 384.6 42 13 111.252673068 66.9683141371 1 11749_000
acisfJ0725066p665925_001 377.9 24 7 111.277660501 66.9903865455 1 12225_000
acisfJ0725176p370551_001 457.8 19 7 111.323436623 37.0976695615 1 03560_000
