# stack area ntrue nmarginal ra_stk dec_stk nobs observations
acisfJ1432075p354205_001 382.2 18 4 218.031371585 35.7015730627 1 03600_001
acisfJ1432264p325010_001 373.2 70 22 218.110207494 32.8361847816 1 10457_000
acisfJ1432295m010559_001 373.0 55 14 218.123061029 -1.0998342906 1 00907_000
acisfJ1432310p333230_001 382.6 62 11 218.129234053 33.5416826809 1 10452_000
acisfJ1432404p313741_001 379.1 43 19 218.168619581 31.628097242 1 11733_000
acisfJ1432407p343647_001 378.0 68 15 218.16980837 34.6131344746 1 10456_000
acisfJ1432572p344054_001 504.5 26 11 218.238747442 34.681852471 2 03641_001,07005_000
acisfJ1432572p350519_001 504.4 31 6 218.2385482 35.0887526298 2 03625_001,07377_000
acisfJ1432573p352950_001 505.4 25 8 218.23910281 35.4974922036 2 03609_001,06992_000
acisfJ1432574m440935_001 123.5 13 2 218.239293594 -44.1598802552 1 05636_000
acisfJ1432576p341627_001 504.1 44 3 218.240460026 34.2744489697 2 03657_001,07384_000
acisfJ1432577p335307_001 369.1 16 5 218.240508201 33.8854864181 1 06981_000
acisfJ1432581p330412_001 369.2 29 3 218.24238888 33.0700895316 1 07012_000
acisfJ1432584p332808_001 503.3 34 6 218.243467622 33.4691152621 2 04246_001,07010_000
acisfJ1432586p323846_001 383.2 16 2 218.244229942 32.6462373349 1 04277_001
acisfJ1432586p330312_001 382.4 23 0 218.244301862 33.0534846086 1 04261_001
acisfJ1432586p335206_001 382.3 25 1 218.244386485 33.8683781994 1 04230_001
acisfJ1432589p340232_001 454.1 54 15 218.245460565 34.0423020598 1 13134_000
acisfJ1433087p525839_001 13.1 1 0 218.286261577 52.9775850847 1 11473_000
acisfJ1433243m611145_001 467.6 8 2 218.35128507 -61.1961101288 1 09053_000
acisfJ1433506p022739_001 461.0 13 6 218.461111093 2.4609034575 1 03959_001
acisfJ1433506p333952_001 381.8 19 2 218.461242953 33.6646804559 1 04236_001
acisfJ1433506p345312_001 382.0 18 1 218.461225833 34.8868103486 1 03631_001
acisfJ1433506p354206_001 383.0 22 3 218.461235682 35.7016691455 1 03599_001
acisfJ1433507p325059_001 382.0 12 4 218.461269952 32.8498710046 1 04263_001
acisfJ1433507p331526_001 382.2 12 3 218.461377876 33.2573037971 1 04251_001
acisfJ1433507p340419_001 383.1 18 5 218.461288403 34.072020819 1 04220_001
acisfJ1433507p342846_001 381.9 18 6 218.461300583 34.4795018966 1 03647_001
acisfJ1433507p351739_001 381.8 19 3 218.461266867 35.2942036122 1 03615_001
acisfJ1433569p052905_001 299.1 12 4 218.487339801 5.4847645414 1 13980_000
acisfJ1433585p332824_001 370.5 69 22 218.494092294 33.4734752711 1 07946_001
acisfJ1434306p330835_001 374.0 66 34 218.62784193 33.1431523073 1 07947_001
acisfJ1434327p342710_001 378.6 33 22 218.636461986 34.4529132569 1 10455_000
acisfJ1434377m361715_001 454.1 35 9 218.657477362 -36.2877673475 1 13808_001
acisfJ1434404p350518_001 504.9 28 6 218.668786043 35.0884804559 2 03626_001,07376_000
acisfJ1434406p335311_001 372.3 24 2 218.669481667 33.8866523236 1 06980_000
acisfJ1434406p341628_001 504.4 17 5 218.669652259 34.2745168702 2 03658_001,07383_000
acisfJ1434406p344053_001 505.1 27 5 218.669640622 34.6814814503 2 03642_001,07004_000
acisfJ1434406p352943_001 504.8 29 7 218.6694579 35.495450857 2 03610_001,06991_000
acisfJ1434415p332806_001 502.7 28 5 218.673210304 33.4685638699 2 04247_001,07011_000
acisfJ1434418p330312_001 382.0 26 3 218.674240146 33.0535623283 1 04262_001
acisfJ1434418p335205_001 382.1 21 2 218.674269276 33.868329965 1 04231_001
acisfJ1434484p330245_001 306.5 34 6 218.701948937 33.0458781911 1 07771_001
acisfJ1434486p351952_001 370.7 55 19 218.702501827 35.3313464574 1 10459_001
acisfJ1434522p033906_001 13.5 1 0 218.717728671 3.6518872601 1 05666_000
acisfJ1434592p535958_001 225.2 5 1 218.746969142 53.9996770289 1 13361_000
acisfJ1435139p340902_001 455.9 51 24 218.808120478 34.1506003126 1 13132_000
acisfJ1435192p350435_001 378.3 38 17 218.830149285 35.0765615452 1 09435_000
acisfJ1435207p305715_001 133.5 3 0 218.836557108 30.9541998644 1 00880_000
acisfJ1435219p340410_001 305.2 30 4 218.841543199 34.0696417245 1 07773_000
acisfJ1435262p400109_001 378.7 16 5 218.859306588 40.0192998003 1 14954_001
acisfJ1435338p331526_001 382.2 15 1 218.891181139 33.2572882378 1 04250_001
acisfJ1435338p340419_001 382.0 16 5 218.891222492 34.0721178546 1 04219_001
acisfJ1435338p342845_001 382.3 15 2 218.891169247 34.4793977703 1 03646_001
acisfJ1435338p345312_001 381.8 12 5 218.891102968 34.8867888275 1 03630_001
acisfJ1435338p351739_001 382.2 13 4 218.891183163 35.2942281349 1 03614_001
acisfJ1435338p354206_001 382.1 13 2 218.891206579 35.7016795179 1 03598_001
acisfJ1435339p333952_001 382.5 17 3 218.891297931 33.6647122834 1 04235_001
acisfJ1435403p334146_001 305.1 24 5 218.917988826 33.6963796862 1 07772_000
acisfJ1435478m012202_001 299.7 26 10 218.94958179 -1.3672307291 1 11645_000
acisfJ1436236p352949_001 505.9 25 9 219.098373173 35.4969804399 2 03611_001,06990_000
acisfJ1436239p344050_001 504.8 28 6 219.099900404 34.6807644813 2 03643_001,07003_000
acisfJ1436240p341627_001 506.1 32 10 219.100007052 34.2743143804 2 03659_001,07382_000
acisfJ1436240p350521_001 504.3 28 7 219.100208285 35.0894335388 2 03627_001,07375_000
acisfJ1436244p335311_001 372.3 15 5 219.101810576 33.8865977806 1 06979_000
acisfJ1436249p332739_001 382.1 9 3 219.104142375 33.461061133 1 04248_001
acisfJ1436249p335205_001 382.4 12 3 219.104132646 33.868325583 1 04232_001
acisfJ1436444p350610_001 459.5 58 24 219.185002379 35.1028064217 1 07770_000
acisfJ1437170p333952_001 381.6 20 2 219.321069091 33.6646881101 1 04234_001
acisfJ1437170p340419_001 382.5 12 7 219.321192107 34.0720125567 1 04218_001
acisfJ1437170p342846_001 382.0 13 3 219.321054511 34.4794556481 1 03645_001
acisfJ1437170p345312_001 382.0 18 4 219.321097645 34.886798011 1 03629_001
acisfJ1437170p351739_001 381.7 20 5 219.321112497 35.2942741257 1 03613_001
acisfJ1437170p354205_001 382.1 18 2 219.321023666 35.7015911915 1 03597_001
acisfJ1437388m150020_001 454.9 38 14 219.4120222 -15.00572383 1 06861_000
acisfJ1437477m014705_001 222.7 2 0 219.448883024 -1.7848273992 1 13369_001
acisfJ1437528p042929_001 445.9 2 3 219.470211641 4.4915342476 1 05704_000
acisfJ1437537m002412_001 451.4 25 11 219.474112629 -0.403364082234 1 11671_001
acisfJ1438081p332739_001 381.9 18 6 219.534011524 33.4609346406 1 04249_001
acisfJ1438081p335206_001 382.0 27 6 219.534038058 33.8684268471 1 04233_001
acisfJ1438081p341632_001 382.1 24 3 219.534031493 34.2757106515 1 03660_001
acisfJ1438081p344059_001 382.3 26 4 219.533946114 34.6831420538 1 03644_001
acisfJ1438081p350526_001 381.7 12 4 219.534047929 35.0905608338 1 03628_001
acisfJ1438081p352952_001 381.8 23 2 219.533941879 35.4978899731 1 03612_001
acisfJ1438146p341340_001 422.1 116 19 219.560610467 34.2274903205 2 10461_000,12003_000
acisfJ1438262p033639_001 370.0 104 30 219.609397557 3.6110628996 1 03290_001
acisfJ1438265p034207_001 297.8 24 4 219.610594922 3.7021486706 1 07707_000
acisfJ1438356p431452_001 459.2 11 3 219.648473212 43.2478663695 1 06812_000
acisfJ1438554p063240_001 381.4 22 9 219.73120902 6.5446957054 1 15376_000
acisfJ1439002p354205_001 382.0 22 0 219.750957384 35.7016221542 1 03596_001
acisfJ1439052p441014_001 462.3 15 6 219.771884175 44.1707535782 1 05721_003
acisfJ1440104m033841_001 301.9 7 2 220.043648681 -3.6449901114 1 11652_000
acisfJ1440106m034109_001 300.9 19 3 220.04429145 -3.6859019049 1 11649_000
acisfJ1440273m624311_001 387.5 66 19 220.113907776 -62.7197251032 3 13748_000,15610_000,15611_000
acisfJ1440410p032859_001 372.4 37 14 220.171096712 3.4831181043 1 04942_001
acisfJ1440462m623946_001 452.5 39 3 220.19279367 -62.6628711149 1 01993_000
acisfJ1440528m023524_001 12.9 0 0 220.22004748 -2.5900059386 1 11474_001
acisfJ1440597m370446_001 447.1 31 7 220.2491411 -37.0796532876 1 07889_000
acisfJ1441052p045505_001 41.6 11 3 220.271874125 4.9180750147 1 12860_000
acisfJ1441458m621338_001 303.0 81 25 220.44093165 -62.2274731371 3 14890_000,15608_000,15609_000
acisfJ1441539m623626_001 458.9 2 1 220.474682191 -62.6074285049 1 10699_000
acisfJ1442228m171542_001 451.3 32 8 220.595308106 -17.261853501 1 04077_001
acisfJ1442332p011120_001 461.8 37 9 220.638661138 1.1890740345 1 03960_000
acisfJ1442476m622824_001 458.5 28 10 220.69852476 -62.4733659947 1 02805_000
acisfJ1442498p092011_001 229.7 5 0 220.707844872 9.3364352773 1 13334_000
acisfJ1443005p520205_001 465.9 49 6 220.752329529 52.0349926677 1 01623_000
acisfJ1443097p770740_001 382.6 21 3 220.790593927 77.1278184548 1 09312_001
acisfJ1443288p272417_001 136.4 3 1 220.870264222 27.4049961125 1 00881_000
acisfJ1443370p585633_001 461.9 25 5 220.904351502 58.9427703703 1 03160_000
acisfJ1444006p443141_001 382.6 4 2 221.002744646 44.5280944397 1 10148_000
acisfJ1444009m121447_001 302.5 20 4 221.004103771 -12.2466094299 1 13983_000
acisfJ1444111p423746_001 77.9 6 1 221.046660754 42.629635669 1 11296_001
acisfJ1444299m012314_001 387.1 20 7 221.124940271 -1.3874585118 1 04826_000
acisfJ1444387p311517_001 385.1 13 6 221.161384223 31.2549549084 1 11764_000
acisfJ1444558p015735_001 455.2 102 28 221.23268931 1.9598813929 1 03929_000
acisfJ1445040m622053_001 489.9 96 41 221.266812361 -62.3481426294 2 04611_000,07642_000
acisfJ1445068p593706_001 12.9 4 0 221.278700788 59.6186052193 1 07738_000
acisfJ1445129m002420_001 470.1 12 6 221.304065843 -0.405616866783 1 02111_000
acisfJ1445177m595001_001 457.6 4 1 221.323820623 -59.8337435111 1 08235_000
acisfJ1445201p384348_001 445.8 34 6 221.333783423 38.730008679 1 13824_000
acisfJ1445455p012947_001 446.3 14 3 221.439805382 1.4964789126 1 02112_000
acisfJ1445476m593211_001 453.1 3 4 221.448737944 -59.5366060016 1 08240_000
acisfJ1445583m445238_001 43.5 5 0 221.493155829 -44.877257609 1 00627_001
acisfJ1446181m641715_001 481.3 14 7 221.57547446 -64.287705443 1 09065_000
acisfJ1446416p011317_001 296.0 21 13 221.673512297 1.2214900071 1 07755_000
acisfJ1447023m591943_001 448.8 2 1 221.759883221 -59.3287576281 1 08233_000
acisfJ1447063p095012_001 379.1 28 12 221.776384422 9.8367661047 1 10486_000
acisfJ1447072p520350_001 385.2 16 10 221.780025054 52.0641360002 1 12769_000
acisfJ1447100p114915_001 372.4 3 1 221.791684492 11.8210228913 1 12476_001
acisfJ1447104p092116_001 458.1 109 31 221.793743819 9.3546208696 1 06792_000
acisfJ1447142p404739_001 308.9 58 15 221.809350464 40.7941869036 1 11579_000
acisfJ1447269m402225_001 382.1 23 9 221.862145084 -40.3738553929 1 15298_000
acisfJ1447296p082920_001 388.2 30 13 221.873548526 8.4891401609 1 10481_000
acisfJ1447413m020329_001 65.9 3 0 221.922428825 -2.058266048 1 15355_000
acisfJ1448041p182548_001 387.9 21 14 222.017244304 18.4301860453 1 13954_000
acisfJ1448428p042407_001 448.4 21 9 222.178731356 4.4021419705 1 06886_000
acisfJ1448519p473749_001 453.0 30 4 222.216501088 47.6303595644 1 04155_000
acisfJ1449080p090129_001 458.6 59 18 222.283569343 9.0248674954 1 05032_000
acisfJ1449158p002104_001 456.9 12 1 222.315889503 0.351111848294 1 04092_000
acisfJ1449208p631625_001 653.9 67 19 222.339061721 63.2748030453 3 09330_000,12797_000,13211_000
acisfJ1449226p422034_001 460.3 15 2 222.344457584 42.3429318163 1 05717_000
acisfJ1449250p085741_001 458.7 65 24 222.354545198 8.9614253786 1 05034_000
acisfJ1449328m101011_001 300.2 72 13 222.386953662 -10.1698829818 1 05191_000
acisfJ1449448p090130_001 464.6 57 26 222.436990047 9.0251227854 1 05033_000
acisfJ1450205p235449_001 455.0 60 18 222.585739569 23.9137692941 2 04471_000,06166_000
acisfJ1450246p581407_001 458.4 59 29 222.602847873 58.235396134 1 07023_000
acisfJ1450570p353426_001 370.4 44 14 222.737522384 35.5741527871 1 13930_000
acisfJ1450594m000243_001 379.8 59 18 222.747627938 -0.0455068262386 1 14008_000
acisfJ1451079p292556_001 12.8 1 0 222.783006942 29.4323723262 1 04787_000
acisfJ1451255m000159_001 459.3 5 1 222.856334659 -0.0333121999001 1 04093_001
acisfJ1451419p580835_001 457.3 69 25 222.92493004 58.1431260007 1 07022_000
acisfJ1451480m151148_001 454.4 20 5 222.950184962 -15.1968936727 1 04765_000
acisfJ1451487m554041_001 453.0 12 3 222.953168019 -55.6780778695 1 07531_000
acisfJ1452011p443105_001 285.0 11 2 223.004837543 44.5181633414 1 11666_000
acisfJ1452082p292348_001 78.7 7 0 223.034444478 29.3969218635 1 04788_000
acisfJ1452122p430128_001 859.2 72 19 223.051551769 43.0265549511 3 01048_000,02424_000,06907_000
acisfJ1452403p580256_001 446.3 65 22 223.168301865 58.0489161183 1 00906_001
acisfJ1452468m594853_001 456.2 2 0 223.195255561 -59.8149139681 1 09014_000
acisfJ1452501p580231_001 452.4 85 21 223.20913828 58.0420615724 1 07021_000
acisfJ1452527p580044_001 457.1 34 8 223.219844996 58.0124992388 1 00906_002
acisfJ1452581p335149_001 384.5 28 10 223.242224209 33.8637470524 1 04822_002
acisfJ1453119p580405_001 299.7 27 6 223.299856657 58.0680805942 1 07713_000
acisfJ1453318p135407_001 467.7 19 5 223.385708565 13.9036563873 2 02167_000,04045_000
acisfJ1453571p033316_001 455.4 108 24 223.488042724 3.5545880814 1 02940_001
acisfJ1454094p511453_001 222.2 7 0 223.539326497 51.2480770458 1 13348_000
acisfJ1454274p160546_001 458.2 33 16 223.614319983 16.0963701003 1 04470_000
acisfJ1454355p183920_001 386.7 43 11 223.647977409 18.6555867081 1 03193_000
acisfJ1454535p032513_001 460.1 14 4 223.723118115 3.4205332626 1 11494_000
acisfJ1455019m042108_001 302.4 22 5 223.758088095 -4.3522883033 1 13885_001
acisfJ1455043p515522_001 303.5 17 5 223.768210107 51.9229965027 1 10332_000
acisfJ1456032m684332_001 449.8 69 22 224.013371014 -68.7257933247 1 11822_000
acisfJ1456382m280929_001 78.1 32 5 224.159178121 -28.1583303278 1 10995_001
acisfJ1457006p221949_001 379.0 39 13 224.25274117 22.3303390435 1 00543_001
acisfJ1457012p243701_001 463.1 28 11 224.255233039 24.6171260624 1 07812_003
acisfJ1457030p221629_001 374.6 92 29 224.262853658 22.2748957109 1 04192_000
acisfJ1457161m212221_001 375.7 53 9 224.317227484 -21.372518209 1 08904_000
acisfJ1457171p024752_001 226.6 5 1 224.321255301 2.7979005202 1 13363_000
acisfJ1457180p222238_001 301.2 21 3 224.325137648 22.3774189889 1 07709_000
acisfJ1457348m590107_001 452.1 11 2 224.395211399 -59.0188575312 1 11880_000
acisfJ1458241m244829_001 299.0 23 2 224.600519626 -24.8080985125 1 14047_002
acisfJ1458283p013252_001 456.9 15 6 224.618314241 1.5478717542 1 11325_000
acisfJ1458292m314400_001 12.2 2 0 224.622003739 -31.7335512456 2 00713_000,04576_000
acisfJ1458364p472702_001 374.8 43 16 224.651845064 47.4505593257 1 15377_001
acisfJ1458408p022040_001 453.6 26 6 224.670334962 2.3447103264 1 11337_000
acisfJ1458466p025752_001 444.5 29 11 224.694236509 2.9646803657 1 11375_000
acisfJ1459101p714052_001 12.0 1 0 224.792281681 71.6813124452 1 03105_000
acisfJ1459251m164111_001 611.4 50 12 224.853114904 -16.6876017253 2 02929_000,10390_000
acisfJ1459269m181156_001 378.5 46 20 224.862446077 -18.1991102887 1 09428_000
acisfJ1459288m605334_001 461.2 29 14 224.870201114 -60.8930521306 1 13288_000
acisfJ1459454p020736_001 444.4 14 8 224.939246303 2.1267346342 1 11336_000
acisfJ1500106p332435_001 245.2 5 3 225.044406751 33.4099667529 1 03331_000
acisfJ1500170p121021_001 22.8 4 0 225.071042609 12.1725284573 1 12802_000
acisfJ1500280p212316_001 381.5 39 16 225.116936042 21.3877857797 1 10438_000
acisfJ1500320p021356_001 456.1 15 2 225.13367631 2.2324696169 1 11324_000
acisfJ1500374p224501_001 374.3 56 16 225.15599031 22.7505077156 1 04927_000
acisfJ1500488p475122_001 460.7 9 5 225.203415044 47.8563437069 1 05719_002
acisfJ1501006p010032_001 458.0 16 8 225.252743083 1.0091452698 1 11327_000
acisfJ1501067p014044_001 385.8 99 27 225.278296842 1.6790971415 1 09517_000
acisfJ1501069p225001_001 386.2 60 16 225.278905703 22.8336406277 1 07429_000
acisfJ1501079p014443_001 458.0 228 33 225.282965039 1.74548452541 7 12951_000,12952_000,12953_000,13246_000,13247_000,13253_000,13255_000
acisfJ1501107p014321_001 379.1 90 30 225.294656253 1.7226058004 1 05907_000
acisfJ1501124p232853_001 21.4 1 0 225.301873636 23.4816552156 1 02168_001
acisfJ1501188m082853_001 373.5 34 1 225.328675629 -8.4815013471 1 13987_000
acisfJ1501253p422030_001 381.8 42 11 225.355456326 42.3416779082 1 07899_001
acisfJ1501363m415854_001 382.6 29 16 225.401616995 -41.981709772 1 04388_000
acisfJ1501416m403748_001 22.6 1 0 225.423460543 -40.6302285257 1 03884_000
acisfJ1501436m415755_001 302.5 69 35 225.432087444 -41.9653483775 2 13738_000,14424_000
acisfJ1501473p781623_001 458.4 66 28 225.447449275 78.273194482 1 11792_001
acisfJ1501554m414824_001 382.7 42 11 225.480841397 -41.8066748702 1 04389_000
acisfJ1502084m420724_001 382.7 36 10 225.535021252 -42.1234214361 1 04387_000
acisfJ1502149m420648_001 298.5 57 15 225.562214897 -42.1134735317 1 13739_000
acisfJ1502159m414559_001 305.5 48 9 225.566313585 -41.7664164415 1 13737_000
acisfJ1502249m414707_001 461.9 55 7 225.604010308 -41.78555157 1 01959_001
acisfJ1502264p285759_001 78.7 3 0 225.610312262 28.966487731 1 04789_000
acisfJ1502287p012134_001 447.9 21 2 225.619735537 1.3596577363 1 11339_000
acisfJ1502328p015551_001 458.2 20 2 225.637013455 1.9310160741 1 11329_000
acisfJ1502344m415524_001 382.8 42 21 225.643343677 -41.9234098459 1 04393_000
acisfJ1502424m415042_001 302.3 44 8 225.676714636 -41.845138316 1 13740_000
acisfJ1502424p111550_001 109.0 10 0 225.677061514 11.264103466 1 15028_001
acisfJ1502494m414224_001 382.8 32 9 225.705839826 -41.7066839605 1 04390_000
acisfJ1502529m415506_001 300.9 31 14 225.720466858 -41.9185437435 1 14423_000
acisfJ1502573m420039_001 382.7 33 3 225.739136125 -42.0109232671 1 04394_000
acisfJ1503033m420850_001 302.0 37 2 225.76386524 -42.147265261 1 13742_000
acisfJ1503063m420954_001 382.5 35 13 225.776636191 -42.1650967045 1 04386_000
acisfJ1503136p575209_001 384.2 19 8 225.806920612 57.8692283669 1 09227_000
acisfJ1503164m415324_001 382.7 22 8 225.818343303 -41.8900952957 1 04392_000
acisfJ1503174m414247_001 300.6 62 27 225.822870983 -41.713078573 1 13743_000
acisfJ1503316p364110_001 223.3 3 0 225.881861981 36.6861873988 1 13350_004
acisfJ1503434p023323_001 445.4 19 5 225.931190164 2.556397045 1 11382_001
acisfJ1503443m415510_001 302.1 27 10 225.934624148 -41.9194507655 1 14435_000
acisfJ1503463m414324_001 382.5 32 14 225.943293283 -41.7234077021 1 04391_000
acisfJ1503499m420233_001 301.9 63 15 225.958056149 -42.0425765518 1 13741_000
acisfJ1503521m415124_001 456.9 42 4 225.967135504 -41.8567151157 2 00732_000,09107_000
acisfJ1503535m313957_001 371.8 29 10 225.97326573 -31.665869891 1 11105_000
acisfJ1503564m420354_001 382.6 37 10 225.985087092 -42.0650801157 1 04385_000
acisfJ1503578m330348_001 297.7 20 4 225.991134486 -33.0634857268 1 09026_000
acisfJ1503588p010748_001 443.4 35 10 225.995313295 1.1300259899 1 11314_000
acisfJ1504085m024603_001 370.3 47 20 226.035621339 -2.76750359743 1 05793_000
acisfJ1504093m024812_001 458.8 30 7 226.038802332 -2.8035854922 1 04935_000
acisfJ1504114m415339_001 382.7 34 19 226.047535678 -41.8941843791 1 03838_000
acisfJ1504239p102946_001 13.3 1 0 226.099633989 10.4963339058 1 10378_000
acisfJ1504244p020635_001 458.0 16 7 226.10177823 2.1099012907 1 11381_001
acisfJ1504245p005450_001 445.2 20 7 226.102119577 0.914049123475 1 11330_000
acisfJ1504386m582446_001 461.5 9 1 226.161200628 -58.4129089396 1 10508_000
acisfJ1504433p043536_001 450.3 9 3 226.180627269 4.5933368581 1 15284_000
acisfJ1504596p260139_001 468.9 70 18 226.24846885 26.0277623711 1 11845_000
acisfJ1505090m433008_001 449.8 35 7 226.287722136 -43.5023146257 1 10261_000
acisfJ1505256p020558_001 13.5 7 1 226.357045519 2.0994688009 1 06788_000
acisfJ1505504p015412_001 457.9 25 6 226.460184038 1.9035632955 1 11379_000
acisfJ1506022p013829_001 40.9 15 1 226.509202063 1.6415494001 1 04009_001
acisfJ1506028p613131_001 463.9 33 14 226.511910185 61.5254564465 1 11705_000
acisfJ1506183p294013_001 77.2 2 0 226.576637867 29.6703122089 1 04790_000
acisfJ1506226p013603_001 386.4 122 47 226.594501823 1.6009174076 1 07923_000
acisfJ1506271p013611_001 460.5 67 27 226.613260675 1.6031448587 1 00788_000
acisfJ1506351p554600_001 373.4 75 21 226.657768029 55.7633757305 2 01624_002,02879_001
acisfJ1506359p540203_001 461.0 36 18 226.649591614 54.0343419698 1 11699_000
acisfJ1506532p522037_001 465.8 12 5 226.721676078 52.3438438563 1 04071_000
acisfJ1506559m621913_001 458.6 33 17 226.733216399 -62.3204482674 1 09975_000
acisfJ1507072m122443_001 450.2 17 0 226.78011873 -12.4121364507 1 04046_000
acisfJ1507181p560359_001 465.9 31 5 226.825593521 56.066390071 1 02992_001
acisfJ1507597m162427_001 451.2 36 10 226.998979268 -16.4075695373 1 02552_000
acisfJ1508003p020911_001 459.0 13 1 227.001663499 2.1531058307 1 11386_002
acisfJ1508124p013016_001 456.7 19 4 227.051682912 1.5046204966 1 11384_000
acisfJ1508134m403454_001 458.0 11 4 227.05618648 -40.5816744148 1 02543_001
acisfJ1508207m401702_001 22.5 5 0 227.086440671 -40.284070961 1 03885_000
acisfJ1508231p014737_001 449.9 17 2 227.096449822 1.793782694 1 11385_002
acisfJ1508418p332745_001 385.4 39 11 227.174369926 33.462692875 1 10317_000
acisfJ1509062p671332_001 378.9 37 11 227.27583522 67.2256287192 1 12754_000
acisfJ1509078p004346_001 455.1 32 3 227.282641959 0.729587265609 1 11383_000
acisfJ1509154p015502_001 442.8 16 7 227.314463216 1.917260331 1 11377_000
acisfJ1509227p243235_001 223.8 5 0 227.344939317 24.5431752449 1 13328_000
acisfJ1509238m585151_001 381.7 76 40 227.349208072 -58.8644178027 1 14524_000
acisfJ1509253m585033_001 566.0 116 48 227.34965096 -58.8437315815 2 03513_000,14523_000
acisfJ1509588p570231_001 457.3 87 17 227.495102483 57.0422137945 1 02241_000
acisfJ1510055p333211_001 296.4 15 6 227.522942819 33.5364415846 1 07695_000
acisfJ1510076p333054_001 372.2 64 31 227.531861469 33.5150050855 1 02204_001
acisfJ1510080m582459_001 461.2 19 6 227.533710854 -58.4165245242 1 11881_000
acisfJ1510172p055412_001 375.7 15 0 227.57193125 5.9033650424 1 10434_000
acisfJ1510173p053716_001 376.0 15 6 227.572136201 5.6213580416 1 10436_000
acisfJ1510212p333218_001 378.5 80 22 227.588371391 33.5383712192 2 12885_000,13192_000
acisfJ1510222p074157_001 457.6 24 3 227.592658881 7.6992235409 1 00939_000
acisfJ1510236p704610_001 309.1 21 2 227.598578014 70.7696559112 1 12736_003
acisfJ1510258p333232_001 379.2 76 18 227.607768073 33.5424022808 2 12886_000,13193_000
acisfJ1510540p054547_001 459.6 30 20 227.725296856 5.7632536478 1 00891_000
acisfJ1510587p054541_001 458.6 49 16 227.744848441 5.7614782066 1 04977_000
acisfJ1510595p075141_001 302.2 16 3 227.748063247 7.8615469611 1 13886_000
acisfJ1511016p014033_001 454.4 25 2 227.757030612 1.6758880837 1 11380_000
acisfJ1511028p054455_001 382.2 15 8 227.761983286 5.7487463906 1 06101_001
acisfJ1511201p112351_001 456.9 19 5 227.833782885 11.3977234619 1 12813_000
acisfJ1511221p061946_001 380.4 16 9 227.842442465 6.3297030966 1 15167_000
acisfJ1511253p055412_001 376.4 14 8 227.85542466 5.9033420796 1 10435_000
acisfJ1511254p053718_001 374.4 13 2 227.855940218 5.6217067856 1 10437_000
acisfJ1511390p051806_001 455.2 11 1 227.912580436 5.3018229355 1 04047_001
acisfJ1511423p075824_001 240.6 5 1 227.926458993 7.9735670133 1 03333_000
acisfJ1511493p570209_001 242.9 8 2 227.955790779 57.0358668271 1 03332_001
acisfJ1511519m225841_001 452.5 57 19 227.966420606 -22.9780609456 1 14016_000
acisfJ1511568m225251_001 449.7 9 1 227.986847682 -22.8810709595 1 12844_000
acisfJ1512073p570739_001 465.4 17 8 228.030629004 57.1277269026 1 03334_000
acisfJ1512158p020351_001 11.7 4 0 228.066233448 2.0643054966 1 05671_000
acisfJ1512504m090545_001 13.5 4 1 228.208807499 -9.09578621752 2 02141_000,11432_000
acisfJ1513084m360515_001 449.3 14 2 228.28524333 -36.0876519854 1 03742_000
acisfJ1513119p071335_001 41.6 11 0 228.299855613 7.2266510441 1 10399_000
acisfJ1513182m240017_001 452.8 11 3 228.325937717 -24.0047848857 1 03743_000
acisfJ1513280m251825_001 299.3 8 2 228.367082622 -25.3071528146 1 13666_000
acisfJ1513347m590144_001 698.7 166 30 228.39701161 -59.0309370041 2 05562_000,09138_000
acisfJ1513406p260746_001 383.6 9 4 228.419424782 26.1296793079 1 09313_000
acisfJ1513493m590756_001 461.8 65 37 228.455753724 -59.132395835 1 03833_000
acisfJ1513518p085600_001 224.2 3 0 228.465923174 8.9334306674 1 13342_000
acisfJ1513555m590806_001 1062.2 152 33 228.482210333 -59.1345243584 5 00754_000,05534_000,05535_000,06116_000,06117_000
acisfJ1514022m590815_001 486.7 49 33 228.50925764 -59.1375457855 2 03834_001,04384_000
acisfJ1514075m494548_001 375.6 20 4 228.531306845 -49.7633522327 1 12534_000
acisfJ1514191p363602_001 637.0 76 23 228.577875471 36.6029948289 2 00800_000,00800_001
acisfJ1514467p364949_001 386.6 74 19 228.694974365 36.8302973024 1 03988_000
acisfJ1514525p311709_001 381.2 9 2 228.718832299 31.2858526835 1 10735_000
acisfJ1515032m151957_001 374.3 46 17 228.763344426 -15.3327471025 1 15175_000
acisfJ1515059m192439_001 303.3 71 23 228.77472569 -19.410925154 2 02824_000,03673_000
acisfJ1515234p553041_001 527.3 84 21 228.843440092 55.5127639549 3 03006_000,07728_000,08558_000
acisfJ1515489m370858_001 45.9 11 1 228.953877598 -37.1497130827 1 09927_000
acisfJ1515543m200949_001 374.7 24 8 228.97659553 -20.1637809747 1 04111_001
acisfJ1515576p561817_001 124.4 22 4 228.990165959 56.3048259428 2 12987_003,14391_000
acisfJ1516402p070037_001 482.4 87 17 229.167240549 7.01100319782 7 10477_000,10478_000,10479_000,10914_000,10915_000,10916_000,10917_000
acisfJ1516436p070113_001 666.7 72 25 229.181707701 7.02107557343 3 00890_000,10480_000,10879_000
acisfJ1516441p070231_001 378.6 68 21 229.183888812 7.0419921492 1 05807_002
